tweet_id,retweet_count,favorite_count
667866724293877760,1085,3104
667861340749471744,82,250
667832474953625600,65,294
667806454573760512,524,1091
667801013445750784,98,338
667793409583771648,345,721
667782464991965184,254,426
667773195014021121,59,240
667766675769573376,231,462
667728196545200128,159,386
667724302356258817,334,505
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2401,5992
667546741521195010,133,344
667544320556335104,551,896
667538891197542400,70,209
667534815156183040,562,845
667530908589760512,255,487
667524857454854144,1170,1755
667517642048163840,198,380
667509364010450944,2220,7002
667502640335572993,227,550
667495797102141441,288,546
667491009379606528,237,550
667470559035432960,101,265
667455448082227200,65,196
667453023279554560,93,320
667443425659232256,607,807
667437278097252352,249,464
667435689202614272,85,314
667405339315146752,225,479
667393430834667520,58,202
667369227918143488,170,377
667211855547486208,251,507
667200525029539841,272,630
667192066997374976,110,399
667188689915760640,433,766
667182792070062081,6465,14768
667177989038297088,57,194
667176164155375616,474,627
667174963120574464,86,255
667171260800061440,95,228
667165590075940865,1193,2759
667160273090932737,65,263
667152164079423490,17785,48854
667138269671505920,2311,4742
667119796878725120,133,336
667090893657276420,130,341
667073648344346624,127,414
667070482143944705,14,85
667065535570550784,49,169
667062181243039745,56,222
667044094246576128,51,192
667012601033924608,235,462
666996132027977728,98,248
666983947667116034,1017,2622
666837028449972224,568,839
666835007768551424,81,220
666826780179869698,99,258
666817836334096384,259,532
666804364988780544,94,244
666786068205871104,501,783
666781792255496192,203,397
666776908487630848,178,358
666739327293083650,67,240
666701168228331520,223,441
666691418707132416,48,190
666649482315059201,595,898
666644823164719104,85,236
666454714377183233,213,529
666447344410484738,22,105
666437273139982337,50,129
666435652385423360,54,168
666430724426358785,199,321
666428276349472768,84,166
666421158376562688,114,319
666418789513326592,47,127
666411507551481857,330,450
666407126856765440,41,111
666396247373291520,86,168
666373753744588802,93,190
666362758909284353,577,784
666353288456101888,73,224
666345417576210432,140,301
666337882303524864,92,199
666293911632134144,358,513
666287406224695296,68,150
666273097616637952,76,178
666268910803644416,35,105
666104133288665088,6671,14438
666102155909144576,13,79
666099513787052032,69,158
666094000022159362,76,166
666082916733198337,45,119
666073100786774016,169,324
666071193221509120,62,148
666063827256086533,223,479
666058600524156928,58,112
666057090499244032,142,298
666055525042405380,257,439
666051853826850816,855,1231
666050758794694657,58,133
666049248165822465,40,109
666044226329800704,141,300
666033412701032449,44,125
666029285002620928,47,130
666020888022790149,519,2562
